date,total_amount_usd,total_amount_ars,customer_id,seller_id,shipping_id,er_date
2023-02-24,8091.00,0.00,551,3,472,2023-02-24
2023-02-24,2297.00,0.00,1181,2,473,2023-02-24
2023-02-24,2499.00,0.00,1300,1,474,2023-02-24
2023-02-24,9289.00,0.00,492,1,475,2023-02-24
2023-02-24,11191.00,0.00,2453,2,476,2023-02-24
2023-02-24,2697.00,0.00,1387,3,477,2023-02-24
2023-02-25,7840.00,0.00,181,1,478,2023-02-25
2023-02-26,8994.00,0.00,1382,1,479,2023-02-26
2023-02-26,11592.00,0.00,2473,3,480,2023-02-26
2023-02-26,5991.00,0.00,1370,2,481,2023-02-26
2023-02-26,4592.00,0.00,1977,2,482,2023-02-26
2023-02-26,5590.00,0.00,1808,1,483,2023-02-26
2023-02-26,10889.00,0.00,379,1,484,2023-02-26
2023-02-27,3744.00,0.00,2403,3,485,2023-02-27
2023-02-27,5394.00,0.00,2037,1,486,2023-02-27
2023-02-27,698.00,0.00,1702,1,487,2023-02-27
2023-02-27,2797.00,0.00,2457,2,488,2023-02-27
2023-02-27,2697.00,0.00,1957,3,489,2023-02-27
2023-02-27,1798.00,0.00,919,1,490,2023-02-27
2023-02-27,6891.00,0.00,1665,1,491,2023-02-27
2023-02-27,897.00,0.00,1153,1,492,2023-02-27
2023-02-27,8493.00,0.00,2061,3,493,2023-02-27
2023-02-27,4990.00,0.00,1271,3,494,2023-02-27
2023-02-27,599.00,0.00,1995,2,495,2023-02-27
2023-02-28,6291.00,0.00,186,1,496,2023-02-28
2023-02-28,3646.00,0.00,1750,3,497,2023-02-28
2023-02-28,7892.00,0.00,65,1,498,2023-02-28
2023-02-28,799.00,0.00,966,1,499,2023-02-28
2023-02-28,1099.00,0.00,5,1,500,2023-02-28
2023-03-01,598.00,0.00,466,2,501,2023-03-01
2023-03-01,10791.00,0.00,152,1,502,2023-03-01
2023-03-01,249.00,0.00,1048,2,503,2023-03-01
2023-03-01,6194.00,0.00,1778,2,504,2023-03-01
2023-03-02,1998.00,0.00,2441,2,505,2023-03-02
2023-03-02,8241.00,0.00,1212,2,506,2023-03-02
2023-03-02,3797.00,0.00,1167,3,507,2023-03-02
2023-03-02,1098.00,0.00,120,2,508,2023-03-02
2023-03-02,5594.00,0.00,1256,1,509,2023-03-02
2023-03-02,4044.00,0.00,143,3,510,2023-03-02
2023-03-02,5493.00,0.00,37,1,511,2023-03-02
2023-03-02,4495.00,0.00,2336,3,512,2023-03-02
2023-03-03,3294.00,0.00,656,3,513,2023-03-03
2023-03-03,6694.00,0.00,2287,2,514,2023-03-03
2023-03-03,8692.00,0.00,1738,1,515,2023-03-03
2023-03-03,7940.00,0.00,1187,1,516,2023-03-03
2023-03-03,899.00,0.00,2236,2,517,2023-03-03
2023-03-03,3792.00,0.00,985,3,518,2023-03-03
2023-03-03,2991.00,0.00,2409,2,519,2023-03-03
2023-03-03,1198.00,0.00,1833,2,520,2023-03-03
2023-03-03,8789.00,0.00,1606,1,521,2023-03-03
2023-03-03,5595.00,0.00,293,3,522,2023-03-03
2023-03-03,3843.00,0.00,1864,3,523,2023-03-03
2023-03-03,4994.00,0.00,2105,2,524,2023-03-03
2023-03-03,1596.00,0.00,2372,3,525,2023-03-03
2023-03-04,698.00,0.00,997,3,526,2023-03-04
2023-03-04,1797.00,0.00,1996,1,527,2023-03-04
2023-03-04,15291.00,0.00,2184,3,528,2023-03-04
2023-03-04,2697.00,0.00,254,2,529,2023-03-04
2023-03-04,799.00,0.00,1543,2,530,2023-03-04
2023-03-04,2194.00,0.00,186,3,531,2023-03-04
2023-03-04,4194.00,0.00,793,1,532,2023-03-04
2023-03-05,747.00,0.00,628,2,533,2023-03-05
2023-03-05,7792.00,0.00,1973,3,534,2023-03-05
2023-03-05,7594.00,0.00,780,2,535,2023-03-05
2023-03-05,299.00,0.00,1672,3,536,2023-03-05
2023-03-05,4494.00,0.00,482,3,537,2023-03-05
2023-03-05,6589.00,0.00,2159,2,538,2023-03-05
2023-03-05,4344.00,0.00,433,1,539,2023-03-05
2023-03-05,5994.00,0.00,96,2,540,2023-03-05
2023-03-05,4342.00,0.00,1649,1,541,2023-03-05
2023-03-06,1296.00,0.00,1104,2,542,2023-03-06
2023-03-06,5393.00,0.00,1597,2,543,2023-03-06
2023-03-06,1398.00,0.00,1817,2,544,2023-03-06
2023-03-06,12591.00,0.00,2203,1,545,2023-03-06
2023-03-06,1797.00,0.00,479,1,546,2023-03-06
2023-03-06,2097.00,0.00,1383,3,547,2023-03-06
2023-03-06,8196.00,0.00,710,3,548,2023-03-06
2023-03-06,8295.00,0.00,2018,3,549,2023-03-06
2023-03-06,10395.00,0.00,1426,1,550,2023-03-06
2023-03-07,7989.00,0.00,946,2,551,2023-03-07
2023-03-07,1797.00,0.00,924,2,552,2023-03-07
2023-03-07,1099.00,0.00,566,3,553,2023-03-07
2023-03-07,5243.00,0.00,1180,1,554,2023-03-07
2023-03-07,1598.00,0.00,391,3,555,2023-03-07
2023-03-07,11289.00,0.00,1264,3,556,2023-03-07
2023-03-07,4896.00,0.00,2241,1,557,2023-03-07
2023-03-07,1846.00,0.00,2212,3,558,2023-03-07
2023-03-07,4894.00,0.00,2077,2,559,2023-03-07
2023-03-07,1197.00,0.00,586,1,560,2023-03-07
2023-03-07,8540.00,0.00,2195,1,561,2023-03-07
2023-03-08,10789.00,0.00,1532,2,562,2023-03-08
2023-03-08,897.00,0.00,692,1,563,2023-03-08
2023-03-08,6393.00,0.00,463,2,564,2023-03-08
2023-03-08,1897.00,0.00,2003,2,565,2023-03-08
2023-03-08,9492.00,0.00,521,1,566,2023-03-08
2023-03-08,10392.00,0.00,1634,3,567,2023-03-08
2023-03-08,7894.00,0.00,1893,1,568,2023-03-08
2023-03-08,8840.00,0.00,1578,1,569,2023-03-08
2023-03-08,5595.00,0.00,611,3,570,2023-03-08
2023-03-09,9292.00,0.00,1209,2,571,2023-03-09
2023-03-09,7894.00,0.00,535,3,572,2023-03-09
2023-03-09,14539.00,0.00,2156,3,573,2023-03-09
2023-03-09,5595.00,0.00,1938,1,574,2023-03-09
2023-03-09,3947.00,0.00,1570,1,575,2023-03-09
2023-03-09,8094.00,0.00,1483,1,576,2023-03-09
2023-03-09,2693.00,0.00,2388,3,577,2023-03-09
2023-03-09,398.00,0.00,1906,2,578,2023-03-09
2023-03-09,3144.00,0.00,1578,2,579,2023-03-09
2023-03-09,2596.00,0.00,2204,2,580,2023-03-09
2023-03-09,1998.00,0.00,68,3,581,2023-03-09
2023-03-10,9888.00,0.00,894,2,582,2023-03-10
2023-03-10,4095.00,0.00,4,1,583,2023-03-10
2023-03-10,5490.00,0.00,1805,3,584,2023-03-10
2023-03-10,10639.00,0.00,594,2,585,2023-03-10
2023-03-10,4494.00,0.00,384,2,586,2023-03-10
2023-03-10,6693.00,0.00,2254,3,587,2023-03-10
2023-03-10,7488.00,0.00,1995,3,588,2023-03-10
2023-03-10,1099.00,0.00,1393,1,589,2023-03-10
2023-03-10,8492.00,0.00,111,3,590,2023-03-10
2023-03-10,7990.00,0.00,1736,2,591,2023-03-10
2023-03-11,7195.00,0.00,874,2,592,2023-03-11
2023-03-11,3595.00,0.00,96,3,593,2023-03-11
2023-03-11,12392.00,0.00,1072,1,594,2023-03-11
2023-03-11,6195.00,0.00,2449,1,595,2023-03-11
2023-03-11,597.00,0.00,1352,1,596,2023-03-11
2023-03-11,3296.00,0.00,325,2,597,2023-03-11
2023-03-11,2097.00,0.00,1825,2,598,2023-03-11
2023-03-11,2996.00,0.00,328,1,599,2023-03-11
2023-03-11,10392.00,0.00,1854,1,600,2023-03-11
2023-03-11,5893.00,0.00,662,2,601,2023-03-11
2023-03-12,3896.00,0.00,1785,2,602,2023-03-12
2023-03-12,5993.00,0.00,1016,1,603,2023-03-12
2023-03-12,7792.00,0.00,1699,2,604,2023-03-12
2023-03-12,13790.00,0.00,2366,2,605,2023-03-12
2023-03-12,3094.00,0.00,323,3,606,2023-03-12
2023-03-12,1746.00,0.00,68,3,607,2023-03-12
2023-03-12,2896.00,0.00,827,2,608,2023-03-12
2023-03-12,2197.00,0.00,1852,1,609,2023-03-12
2023-03-12,1196.00,0.00,761,1,610,2023-03-12
2023-03-12,9192.00,0.00,2449,3,611,2023-03-12
2023-03-12,9092.00,0.00,2439,3,612,2023-03-12
2023-03-12,1545.00,0.00,886,2,613,2023-03-12
2023-03-13,7497.00,0.00,388,3,614,2023-03-13
2023-03-13,2697.00,0.00,283,2,615,2023-03-13
2023-03-13,598.00,0.00,1563,3,616,2023-03-13
2023-03-13,5396.00,0.00,313,1,617,2023-03-13
2023-03-13,3795.00,0.00,2265,3,618,2023-03-13
2023-03-13,349.00,0.00,2126,2,619,2023-03-13
2023-03-13,4992.00,0.00,847,3,620,2023-03-13
2023-03-13,10642.00,0.00,1695,1,621,2023-03-13
2023-03-13,2094.00,0.00,610,3,622,2023-03-13
2023-03-13,6596.00,0.00,2150,2,623,2023-03-13
2023-03-13,3846.00,0.00,1737,2,624,2023-03-13
2023-03-14,4695.00,0.00,761,1,625,2023-03-14
2023-03-14,1998.00,0.00,1878,2,626,2023-03-14
2023-03-14,2698.00,0.00,855,2,627,2023-03-14
2023-03-14,12388.00,0.00,272,3,628,2023-03-14
2023-03-14,5992.00,0.00,493,3,629,2023-03-14
2023-03-14,7143.00,0.00,682,1,630,2023-03-14
2023-03-14,4941.00,0.00,1195,3,631,2023-03-14
2023-03-14,1598.00,0.00,107,2,632,2023-03-14
2023-03-15,2697.00,0.00,381,3,633,2023-03-15
2023-03-15,699.00,0.00,1760,2,634,2023-03-15
2023-03-15,1598.00,0.00,1490,2,635,2023-03-15
2023-03-15,4742.00,0.00,286,2,636,2023-03-15
2023-03-16,7893.00,0.00,515,1,637,2023-03-16
2023-03-16,398.00,0.00,2496,2,638,2023-03-16
2023-03-16,6394.00,0.00,2297,2,639,2023-03-16
2023-03-16,999.00,0.00,1224,2,640,2023-03-16
2023-03-16,6693.00,0.00,809,2,641,2023-03-16
2023-03-16,4390.00,0.00,244,2,642,2023-03-16
2023-03-16,3696.00,0.00,2294,2,643,2023-03-16
2023-03-16,5891.00,0.00,222,2,644,2023-03-16
2023-03-17,12890.00,0.00,220,1,645,2023-03-17
2023-03-17,5994.00,0.00,1112,1,646,2023-03-17
2023-03-17,12290.00,0.00,1658,2,647,2023-03-17
2023-03-17,2598.00,0.00,455,1,648,2023-03-17
2023-03-17,598.00,0.00,2144,1,649,2023-03-17
2023-03-18,747.00,0.00,324,2,650,2023-03-18
2023-03-18,1897.00,0.00,2238,2,651,2023-03-18
2023-03-18,1447.00,0.00,246,1,652,2023-03-18
2023-03-18,2097.00,0.00,576,1,653,2023-03-18
2023-03-18,2996.00,0.00,469,3,654,2023-03-18
2023-03-18,5095.00,0.00,933,1,655,2023-03-18
2023-03-18,4938.00,0.00,1608,3,656,2023-03-18
2023-03-18,15488.00,0.00,37,3,657,2023-03-18
2023-03-18,1398.00,0.00,1577,3,658,2023-03-18
2023-03-19,6893.00,0.00,387,1,659,2023-03-19
2023-03-19,299.00,0.00,1740,3,660,2023-03-19
2023-03-19,10992.00,0.00,235,1,661,2023-03-19
2023-03-19,3094.00,0.00,1273,1,662,2023-03-19
2023-03-19,5194.00,0.00,1541,1,663,2023-03-19
2023-03-19,7042.00,0.00,893,3,664,2023-03-19
2023-03-19,5997.00,0.00,570,1,665,2023-03-19
2023-03-19,9140.00,0.00,282,2,666,2023-03-19
2023-03-19,4745.00,0.00,381,3,667,2023-03-19
2023-03-20,6943.00,0.00,2130,3,668,2023-03-20
2023-03-20,5797.00,0.00,2167,1,669,2023-03-20
2023-03-20,12292.00,0.00,681,3,670,2023-03-20
2023-03-20,7391.00,0.00,1937,2,671,2023-03-20
2023-03-20,3243.00,0.00,2463,2,672,2023-03-20
2023-03-20,2198.00,0.00,206,1,673,2023-03-20
2023-03-20,11292.00,0.00,501,1,674,2023-03-20
2023-03-20,11991.00,0.00,922,1,675,2023-03-20
2023-03-21,3493.00,0.00,2323,3,676,2023-03-21
2023-03-21,9290.00,0.00,2156,2,677,2023-03-21
2023-03-21,7344.00,0.00,108,1,678,2023-03-21
2023-03-21,3197.00,0.00,290,3,679,2023-03-21
2023-03-21,13392.00,0.00,1812,1,680,2023-03-21
2023-03-21,10291.00,0.00,605,3,681,2023-03-21
2023-03-21,7494.00,0.00,463,1,682,2023-03-21
2023-03-22,2598.00,0.00,1428,1,683,2023-03-22
2023-03-22,6590.00,0.00,1936,3,684,2023-03-22
2023-03-22,1295.00,0.00,1968,3,685,2023-03-22
2023-03-22,2898.00,0.00,1709,3,686,2023-03-22
2023-03-22,12990.00,0.00,467,3,687,2023-03-22
2023-03-22,2290.00,0.00,264,1,688,2023-03-22
2023-03-22,2695.00,0.00,1480,3,689,2023-03-22
2023-03-22,498.00,0.00,1129,3,690,2023-03-22
2023-03-22,7794.00,0.00,757,2,691,2023-03-22
2023-03-22,14338.00,0.00,561,1,692,2023-03-22
2023-03-22,598.00,0.00,2194,3,693,2023-03-22
2023-03-22,5197.00,0.00,229,3,694,2023-03-22
2023-03-22,6844.00,0.00,182,2,695,2023-03-22
2023-03-23,798.00,0.00,58,3,696,2023-03-23
2023-03-23,2794.00,0.00,94,1,697,2023-03-23
2023-03-23,1199.00,0.00,503,2,698,2023-03-23
2023-03-23,2745.00,0.00,725,3,699,2023-03-23
2023-03-23,12291.00,0.00,1993,3,700,2023-03-23
2023-03-23,3194.00,0.00,1170,3,701,2023-03-23
2023-03-23,3544.00,0.00,610,3,702,2023-03-23
2023-03-23,10539.00,0.00,1556,2,703,2023-03-23
2023-03-23,648.00,0.00,1970,3,704,2023-03-23
2023-03-23,1498.00,0.00,468,1,705,2023-03-23
2023-03-23,399.00,0.00,1817,2,706,2023-03-23
2023-03-23,2694.00,0.00,2199,3,707,2023-03-23
2023-03-24,8289.00,0.00,1558,2,708,2023-03-24
2023-03-24,1396.00,0.00,2413,2,709,2023-03-24
2023-03-24,3395.00,0.00,2035,2,710,2023-03-24
2023-03-24,2396.00,0.00,549,3,711,2023-03-24
2023-03-24,9294.00,0.00,678,3,712,2023-03-24
2023-03-24,2147.00,0.00,1240,1,713,2023-03-24
2023-03-25,2795.00,0.00,88,2,714,2023-03-25
2023-03-25,799.00,0.00,360,2,715,2023-03-25
2023-03-25,899.00,0.00,2355,2,716,2023-03-25
2023-03-25,13093.00,0.00,2205,3,717,2023-03-25
2023-03-25,3498.00,0.00,748,1,718,2023-03-25
2023-03-25,3897.00,0.00,1080,1,719,2023-03-25
2023-03-25,2792.00,0.00,1543,1,720,2023-03-25
2023-03-26,4942.00,0.00,1476,2,721,2023-03-26
2023-03-26,6991.00,0.00,2179,3,722,2023-03-26
2023-03-26,2795.00,0.00,743,2,723,2023-03-26
2023-03-26,2997.00,0.00,662,3,724,2023-03-26
2023-03-26,3445.00,0.00,1737,2,725,2023-03-26
2023-03-26,3596.00,0.00,1356,2,726,2023-03-26
2023-03-26,9840.00,0.00,2082,3,727,2023-03-26
2023-03-27,1197.00,0.00,1859,1,728,2023-03-27
2023-03-27,4195.00,0.00,2041,3,729,2023-03-27
2023-03-27,2895.00,0.00,1438,3,730,2023-03-27
2023-03-27,2697.00,0.00,612,1,731,2023-03-27
2023-03-27,11391.00,0.00,90,2,732,2023-03-27
2023-03-27,12893.00,0.00,2396,3,733,2023-03-27
2023-03-27,11235.00,0.00,2353,3,734,2023-03-27
2023-03-28,6243.00,0.00,681,2,735,2023-03-28
2023-03-28,3998.00,0.00,999,3,736,2023-03-28
2023-03-28,6595.00,0.00,2364,3,737,2023-03-28
2023-03-28,2445.00,0.00,788,3,738,2023-03-28
2023-03-28,7492.00,0.00,2049,2,739,2023-03-28
2023-03-28,4894.00,0.00,1343,1,740,2023-03-28
2023-03-28,9095.00,0.00,1985,2,741,2023-03-28
2023-03-29,349.00,0.00,2363,2,742,2023-03-29
2023-03-29,1794.00,0.00,2270,2,743,2023-03-29
2023-03-29,7993.00,0.00,2125,1,744,2023-03-29
2023-03-29,11594.00,0.00,721,2,745,2023-03-29
2023-03-29,899.00,0.00,2286,1,746,2023-03-29
2023-03-30,5195.00,0.00,1044,2,747,2023-03-30
2023-03-30,2197.00,0.00,688,3,748,2023-03-30
2023-03-30,699.00,0.00,852,3,749,2023-03-30
2023-03-30,6093.00,0.00,1209,2,750,2023-03-30
2023-03-30,3297.00,0.00,1785,2,751,2023-03-30
2023-03-30,1099.00,0.00,1096,2,752,2023-03-30
2023-03-30,599.00,0.00,747,1,753,2023-03-30
2023-03-30,20487.00,0.00,710,1,754,2023-03-30
2023-03-30,1398.00,0.00,2240,1,755,2023-03-30
2023-03-30,4996.00,0.00,1227,1,756,2023-03-30
2023-03-31,4797.00,0.00,1184,3,757,2023-03-31
2023-03-31,2991.00,0.00,590,3,758,2023-03-31
2023-03-31,3297.00,0.00,1927,3,759,2023-03-31
2023-03-31,899.00,0.00,595,3,760,2023-03-31
2023-04-01,10940.00,0.00,1320,1,761,2023-04-01
2023-04-01,5247.00,0.00,216,1,762,2023-04-01
2023-04-01,6494.00,0.00,525,3,763,2023-04-01
2023-04-02,5341.00,0.00,1696,1,764,2023-04-02
2023-04-02,12791.00,0.00,2427,3,765,2023-04-02
2023-04-02,2598.00,0.00,656,1,766,2023-04-02
2023-04-02,7090.00,0.00,2367,1,767,2023-04-02
2023-04-02,6990.00,0.00,2044,2,768,2023-04-02
2023-04-03,2797.00,0.00,1712,1,769,2023-04-03
2023-04-03,9494.00,0.00,1084,3,770,2023-04-03
2023-04-03,4195.00,0.00,1004,1,771,2023-04-03
2023-04-03,5691.00,0.00,868,2,772,2023-04-03
2023-04-03,9692.00,0.00,1088,1,773,2023-04-03
2023-04-04,1943.00,0.00,65,3,774,2023-04-04
2023-04-04,6641.00,0.00,707,1,775,2023-04-04
2023-04-04,6592.00,0.00,2259,2,776,2023-04-04
2023-04-04,16538.00,0.00,1708,2,777,2023-04-04
2023-04-04,1398.00,0.00,1874,2,778,2023-04-04
2023-04-04,5796.00,0.00,941,3,779,2023-04-04
2023-04-04,3694.00,0.00,2120,3,780,2023-04-04
2023-04-04,7740.00,0.00,2342,3,781,2023-04-04
2023-04-05,3294.00,0.00,1616,3,782,2023-04-05
2023-04-05,9791.00,0.00,2411,2,783,2023-04-05
2023-04-05,4196.00,0.00,605,1,784,2023-04-05
2023-04-05,4194.00,0.00,453,3,785,2023-04-05
2023-04-05,399.00,0.00,914,2,786,2023-04-05
2023-04-05,5945.00,0.00,921,1,787,2023-04-05
2023-04-05,899.00,0.00,1523,2,788,2023-04-05
2023-04-05,5997.00,0.00,1354,2,789,2023-04-05
2023-04-05,4443.00,0.00,2463,1,790,2023-04-05
2023-04-05,11689.00,0.00,582,3,791,2023-04-05
2023-04-06,2694.00,0.00,1498,3,792,2023-04-06
2023-04-06,598.00,0.00,1211,3,793,2023-04-06
2023-04-06,3598.00,0.00,134,2,794,2023-04-06
2023-04-06,1797.00,0.00,2284,2,795,2023-04-06
2023-04-06,1798.00,0.00,2436,1,796,2023-04-06
2023-04-06,2545.00,0.00,1805,3,797,2023-04-06
2023-04-06,13089.00,0.00,191,3,798,2023-04-06
2023-04-06,4194.00,0.00,216,3,799,2023-04-06
2023-04-07,5997.00,0.00,799,2,800,2023-04-07
2023-04-07,10192.00,0.00,597,2,801,2023-04-07
2023-04-07,7539.00,0.00,2282,2,802,2023-04-07
2023-04-07,1198.00,0.00,1494,1,803,2023-04-07
2023-04-07,13190.00,0.00,2268,1,804,2023-04-07
2023-04-07,4444.00,0.00,538,3,805,2023-04-07
2023-04-08,3344.00,0.00,2478,2,806,2023-04-08
2023-04-08,1445.00,0.00,2280,2,807,2023-04-08
2023-04-08,3893.00,0.00,1644,3,808,2023-04-08
2023-04-08,6392.00,0.00,475,1,809,2023-04-08
2023-04-08,6288.00,0.00,2249,1,810,2023-04-08
2023-04-08,3097.00,0.00,448,3,811,2023-04-08
2023-04-08,2397.00,0.00,1901,3,812,2023-04-08
2023-04-08,4344.00,0.00,1411,3,813,2023-04-08
2023-04-08,3444.00,0.00,41,3,814,2023-04-08
2023-04-08,399.00,0.00,900,1,815,2023-04-08
2023-04-08,9792.00,0.00,586,3,816,2023-04-08
2023-04-08,8043.00,0.00,325,3,817,2023-04-08
2023-04-09,9786.00,0.00,2377,3,818,2023-04-09
2023-04-09,2896.00,0.00,1048,1,819,2023-04-09
2023-04-09,8491.00,0.00,368,3,820,2023-04-09
2023-04-09,897.00,0.00,2313,1,821,2023-04-09
2023-04-09,8390.00,0.00,330,2,822,2023-04-09
2023-04-09,12193.00,0.00,1753,2,823,2023-04-09
2023-04-09,8693.00,0.00,1480,2,824,2023-04-09
2023-04-10,899.00,0.00,1826,1,825,2023-04-10
2023-04-10,2596.00,0.00,295,1,826,2023-04-10
2023-04-10,598.00,0.00,280,3,827,2023-04-10
2023-04-10,6693.00,0.00,676,3,828,2023-04-10
2023-04-10,1598.00,0.00,981,2,829,2023-04-10
2023-04-10,2646.00,0.00,2134,2,830,2023-04-10
2023-04-10,10094.00,0.00,747,3,831,2023-04-10
2023-04-10,15038.00,0.00,594,2,832,2023-04-10
2023-04-10,6340.00,0.00,600,3,833,2023-04-10
2023-04-10,4195.00,0.00,303,1,834,2023-04-10
2023-04-10,4796.00,0.00,38,3,835,2023-04-10
2023-04-11,7693.00,0.00,829,2,836,2023-04-11
2023-04-11,2795.00,0.00,2241,1,837,2023-04-11
2023-04-11,3994.00,0.00,1253,1,838,2023-04-11
2023-04-11,11589.00,0.00,313,1,839,2023-04-11
2023-04-11,2197.00,0.00,438,2,840,2023-04-11
2023-04-11,6241.00,0.00,1565,1,841,2023-04-11
2023-04-12,2994.00,0.00,309,2,842,2023-04-12
2023-04-12,16189.00,0.00,1508,3,843,2023-04-12
2023-04-12,8692.00,0.00,634,2,844,2023-04-12
2023-04-12,1696.00,0.00,1126,3,845,2023-04-12
2023-04-12,6094.00,0.00,2294,2,846,2023-04-12
2023-04-12,5839.00,0.00,1975,3,847,2023-04-12
2023-04-13,6791.00,0.00,2362,1,848,2023-04-13
2023-04-13,1398.00,0.00,2494,3,849,2023-04-13
2023-04-13,5795.00,0.00,804,1,850,2023-04-13
2023-04-13,1198.00,0.00,2323,1,851,2023-04-13
2023-04-13,12241.00,0.00,1194,2,852,2023-04-13
2023-04-13,8839.00,0.00,898,2,853,2023-04-13
2023-04-13,699.00,0.00,595,1,854,2023-04-13
2023-04-13,9890.00,0.00,2048,2,855,2023-04-13
2023-04-14,14238.00,0.00,2441,3,856,2023-04-14
2023-04-14,2997.00,0.00,152,2,857,2023-04-14
2023-04-14,5594.00,0.00,1646,1,858,2023-04-14
2023-04-14,1797.00,0.00,329,1,859,2023-04-14
2023-04-14,249.00,0.00,2398,2,860,2023-04-14
2023-04-14,1999.00,0.00,481,2,861,2023-04-14
2023-04-14,7497.00,0.00,1587,2,862,2023-04-14
2023-04-14,6094.00,0.00,1545,1,863,2023-04-14
2023-04-14,4396.00,0.00,807,2,864,2023-04-14
2023-04-15,1496.00,0.00,1687,2,865,2023-04-15
2023-04-15,3947.00,0.00,668,3,866,2023-04-15
2023-04-15,5996.00,0.00,1834,3,867,2023-04-15
2023-04-15,7995.00,0.00,1438,1,868,2023-04-15
2023-04-15,1799.00,0.00,1048,1,869,2023-04-15
2023-04-15,9092.00,0.00,2066,3,870,2023-04-15
2023-04-15,4495.00,0.00,1725,1,871,2023-04-15
2023-04-15,5795.00,0.00,1490,3,872,2023-04-15
2023-04-16,8794.00,0.00,896,3,873,2023-04-16
2023-04-16,2697.00,0.00,964,1,874,2023-04-16
2023-04-16,8789.00,0.00,215,2,875,2023-04-16
2023-04-16,2196.00,0.00,1954,1,876,2023-04-16
2023-04-16,3896.00,0.00,2110,3,877,2023-04-16
2023-04-16,3095.00,0.00,1227,1,878,2023-04-16
2023-04-17,598.00,0.00,2420,3,879,2023-04-17
2023-04-17,8544.00,0.00,794,1,880,2023-04-17
2023-04-17,8988.00,0.00,587,2,881,2023-04-17
2023-04-17,598.00,0.00,1595,1,882,2023-04-17
2023-04-17,398.00,0.00,1660,2,883,2023-04-17
2023-04-17,13688.00,0.00,1962,2,884,2023-04-17
2023-04-17,4797.00,0.00,2318,3,885,2023-04-17
2023-04-17,4797.00,0.00,213,1,886,2023-04-17
2023-04-17,8691.00,0.00,1337,1,887,2023-04-17
2023-04-17,10291.00,0.00,1489,1,888,2023-04-17
2023-04-17,12189.00,0.00,2246,3,889,2023-04-17
2023-04-18,399.00,0.00,488,3,890,2023-04-18
2023-04-18,3444.00,0.00,1319,2,891,2023-04-18
2023-04-18,5795.00,0.00,270,2,892,2023-04-18
2023-04-18,4794.00,0.00,1847,1,893,2023-04-18
2023-04-19,12288.00,0.00,2421,2,894,2023-04-19
2023-04-19,249.00,0.00,92,2,895,2023-04-19
2023-04-19,8691.00,0.00,1806,2,896,2023-04-19
2023-04-20,9591.00,0.00,1565,2,897,2023-04-20
2023-04-20,2198.00,0.00,83,1,898,2023-04-20
2023-04-20,4893.00,0.00,1655,2,899,2023-04-20
2023-04-20,3597.00,0.00,1777,3,900,2023-04-20
2023-04-20,899.00,0.00,399,2,901,2023-04-20
2023-04-20,1797.00,0.00,1388,1,902,2023-04-20
2023-04-21,1696.00,0.00,552,2,903,2023-04-21
2023-04-21,6192.00,0.00,62,3,904,2023-04-21
2023-04-21,799.00,0.00,2403,1,905,2023-04-21
2023-04-21,4142.00,0.00,888,2,906,2023-04-21
2023-04-21,5195.00,0.00,434,2,907,2023-04-21
2023-04-21,4840.00,0.00,662,3,908,2023-04-21
2023-04-21,8492.00,0.00,441,1,909,2023-04-21
2023-04-21,11589.00,0.00,596,3,910,2023-04-21
2023-04-21,6893.00,0.00,2403,3,911,2023-04-21
2023-04-21,6795.00,0.00,131,3,912,2023-04-21
2023-04-21,3995.00,0.00,1374,1,913,2023-04-21
2023-04-22,399.00,0.00,1041,2,914,2023-04-22
2023-04-22,399.00,0.00,1631,3,915,2023-04-22
2023-04-22,3597.00,0.00,4,2,916,2023-04-22
2023-04-22,3097.00,0.00,250,1,917,2023-04-22
2023-04-22,7396.00,0.00,1302,3,918,2023-04-22
2023-04-22,999.00,0.00,1846,2,919,2023-04-22
2023-04-22,4791.00,0.00,131,1,920,2023-04-22
2023-04-22,6191.00,0.00,827,3,921,2023-04-22
2023-04-22,10993.00,0.00,2147,1,922,2023-04-22
2023-04-23,598.00,0.00,97,1,923,2023-04-23
2023-04-23,7892.00,0.00,2275,1,924,2023-04-23
2023-04-23,4094.00,0.00,652,2,925,2023-04-23
2023-04-23,1396.00,0.00,1262,3,926,2023-04-23
2023-04-23,3396.00,0.00,57,3,927,2023-04-23
2023-04-23,3597.00,0.00,997,3,928,2023-04-23
2023-04-24,7692.00,0.00,751,1,929,2023-04-24
2023-04-24,6995.00,0.00,1867,3,930,2023-04-24
2023-04-24,11791.00,0.00,21,2,931,2023-04-24
2023-04-24,249.00,0.00,165,2,932,2023-04-24
2023-04-24,4096.00,0.00,125,3,933,2023-04-24
2023-04-24,14190.00,0.00,99,1,934,2023-04-24
2023-04-24,4392.00,0.00,630,3,935,2023-04-24
2023-04-24,4991.00,0.00,2220,2,936,2023-04-24
2023-04-24,10493.00,0.00,2127,2,937,2023-04-24
2023-04-24,1545.00,0.00,341,2,938,2023-04-24
2023-04-24,2496.00,0.00,273,1,939,2023-04-24
2023-04-24,2992.00,0.00,1629,1,940,2023-04-24
2023-04-25,4494.00,0.00,1414,1,941,2023-04-25
2023-04-25,6993.00,0.00,1538,2,942,2023-04-25
2023-04-25,10493.00,0.00,2439,2,943,2023-04-25
2023-04-25,17389.00,0.00,2077,2,944,2023-04-25
2023-04-25,9840.00,0.00,1532,1,945,2023-04-25
